id,teamId,normalizedName,displayName,normalizedPhone,displayPhone,primaryEmail,normalizedPrimaryEmail,primaryDocument,normalizedPrimaryDocument,lastSeenAt,profileData,createdAt,updatedAt
7511003c-cfa9-4904-8fdd-2124fbfaa5fa,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,rosangela,Rosângela,5511952354143,(11) 95235-4143,,,,,2026-07-14 14:16:38.783+00,,2026-07-07 20:23:42.613+00,2026-07-14 14:16:38.916+00
82161041-6b4e-4601-bfc4-f5dcff4d57f6,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,carol✨,Carol✨,55119760655991549759385,5511976065599-1549759385,,,,,2026-07-13 16:26:55.522+00,,2026-07-13 16:26:55.852+00,2026-07-13 16:26:55.852+00
47c63490-d863-40ed-b840-96d33fa9b49f,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,guilherme araujo,Guilherme Araújo,120363408049556384,120363408049556384,,,,,2026-07-14 14:20:33.136+00,,2026-07-07 18:17:07.509+00,2026-07-14 14:20:33.421+00
f6f3dc48-5a43-4e3b-99d3-56a3e4f36bcb,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,jean cristian bento,JEAN CRISTIAN BENTO,120363408049556384,120363408049556384,,,,,2026-07-14 14:20:47.329+00,,2026-07-07 19:30:28.94+00,2026-07-14 14:20:47.633+00
415fc4f3-5349-46c2-ba01-0957dcc03c61,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,flavio machado,Flávio Machado,120363409966112987,120363409966112987,,,,,2026-07-13 16:45:41.378+00,,2026-07-13 16:45:50.256+00,2026-07-13 16:45:50.256+00
02cf6c88-74eb-4e94-b48f-716b793a8fdf,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,silvia,Silvia,120363408538948281,120363408538948281,,,,,2026-07-13 19:17:13.218+00,,2026-07-07 21:33:01.592+00,2026-07-13 19:17:13.432+00
4a619315-dc80-4209-882d-d60d11405580,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,viviane,Viviane,120363207369713483,120363207369713483,,,,,2026-07-08 18:39:40.998+00,,2026-07-07 21:51:10.01+00,2026-07-08 18:39:41.171+00
9d0cec3b-996c-414d-b297-eac6597c6ea5,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,5516994340100,5516994340100,5516994340100,(16) 99434-0100,,,,,2026-07-09 11:10:22.285+00,,2026-07-08 10:34:29.352+00,2026-07-09 11:10:22.494+00
13923ae2-883a-44e5-b638-39d603b7db32,32ccdbe1-627f-4fe3-a506-056b997ed89b,janayna campos,Janayna Campos,120363424152600492,120363424152600492,,,,,2026-07-07 19:03:31.71+00,,2026-07-07 15:09:23.589+00,2026-07-07 19:03:32.008+00
5bb0dc63-819c-4076-9088-77a1946ae62e,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,cqcs 5,Cqcs 5,5571820392621467828390,557182039262-1467828390,,,,,2026-07-14 21:33:11.934+00,,2026-07-07 19:40:34.204+00,2026-07-14 21:33:12.112+00
bc647aec-3a76-4a3d-ab81-44571a298f33,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,adriano,Adriano,120363426683334261,120363426683334261,,,,,2026-07-09 16:01:40.586+00,,2026-07-07 21:54:33.229+00,2026-07-09 16:01:40.717+00
ac5f13c5-a74a-4ce6-8beb-19f8e9d0e0a0,32ccdbe1-627f-4fe3-a506-056b997ed89b,ana nataly alves 💅🏻,Ana Nataly Alves 💅🏻,120363426492053836,120363426492053836,,,,,2026-07-07 23:04:48.507+00,,2026-07-07 23:04:48.781+00,2026-07-07 23:04:48.781+00
a4dea083-fcf9-436c-998a-c19e9b6ea49f,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,ma2 seguros - corretora de seguros,MA2 SEGUROS - Corretora de Seguros,55119643405521612386114,5511964340552-1612386114,,,,,2026-07-14 21:55:48.666+00,,2026-07-13 14:51:38.889+00,2026-07-14 21:55:48.83+00
95a0085e-0f77-4a56-b3b6-46021dcb858b,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,dr alexandre advogado e estrategista patrimonial,Dr Alexandre Advogado e Estrategista Patrimonial,5571823427711434975200,557182342771-1434975200,,,,,2026-07-07 19:31:34.545+00,,2026-07-07 19:31:34.834+00,2026-07-07 19:31:34.834+00
8ebadb39-5194-4b73-a1bf-2ef6122e86df,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,💻⌚,💻⌚,5511996651705,(11) 99665-1705,,,,,2026-07-13 14:21:59.254+00,,2026-07-08 17:12:50.7+00,2026-07-13 14:21:59.462+00
cacfce88-b705-4b50-b7c6-3fa5fd00429e,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,cqcs 1,Cqcs 1,5571823427711434975200,557182342771-1434975200,,,,,2026-07-14 22:26:44.686+00,,2026-07-07 16:11:41.906+00,2026-07-14 22:26:44.982+00
b5bc20f4-aad5-437e-98eb-702f14d05814,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,fabiola rosa,Fabiola Rosa,120363426683334261,120363426683334261,,,,,2026-07-08 00:53:40.148+00,,2026-07-08 00:53:40.321+00,2026-07-08 00:53:40.321+00
f5e2749b-041b-4bcb-a766-05a6cbfeff4d,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,alex fritzsons,Alex Fritzsons,5511933205020,(11) 93320-5020,,,,,2026-07-07 21:23:02.623+00,,2026-07-07 19:02:23.463+00,2026-07-07 21:23:02.787+00
05adf373-49b9-4180-90f6-eb70480b50ef,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,rosangela,Rosângela,5511933205020,(11) 93320-5020,,,,,2026-07-07 21:23:30.453+00,,2026-07-07 20:09:49.477+00,2026-07-07 21:23:30.572+00
1efb58a4-6f24-4000-ba14-8c54be21530e,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,leane,Leane,120363426683334261,120363426683334261,,,,,2026-07-07 21:45:20.769+00,,2026-07-07 21:41:55.298+00,2026-07-07 21:45:20.96+00
47382c06-1d0a-4dfb-82a5-012b33a3010a,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,chirlei souza,Chirlêi Souza,120363207369713483,120363207369713483,,,,,2026-07-07 20:17:06.893+00,,2026-07-07 20:02:10.406+00,2026-07-07 20:17:07.065+00
732159f7-962d-4007-a4b6-44c9082710db,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,rosangela,Rosângela,5511981239048,(11) 98123-9048,,,,,2026-07-11 00:03:36.097+00,,2026-07-07 22:02:56.446+00,2026-07-11 00:03:36.261+00
2d780aba-1569-4b6c-b057-3cb55eb80377,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,dena,Dena,5511986650720,(11) 98665-0720,,,,,2026-07-11 02:43:48.431+00,,2026-07-11 02:43:48.639+00,2026-07-11 02:43:48.639+00
2302d8d9-4819-489a-8818-a62a1422b7c0,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,120363408585774256,120363408585774256,120363408585774256,120363408585774256,,,,,2026-07-07 21:48:34.004+00,,2026-07-07 21:48:34.166+00,2026-07-07 21:48:34.166+00
accbde66-60fa-41a4-8c62-ddf36a7ef08c,32ccdbe1-627f-4fe3-a506-056b997ed89b,luciene furtado,Luciene Furtado,120363426492053836,120363426492053836,,,,,2026-07-07 23:40:09.337+00,,2026-07-07 23:40:09.525+00,2026-07-07 23:40:09.525+00
82f1f483-f2e1-4ecc-8414-8c3e9ed4627d,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,prof. jose carlos filho,Prof. José Carlos Filho,120363426683334261,120363426683334261,,,,,2026-07-07 23:46:46.772+00,,2026-07-07 23:46:47.086+00,2026-07-07 23:46:47.086+00
8311d172-4c3b-484d-b72d-aa160f9329d5,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,denise siqueira,Denise Siqueira,5511984740210,(11) 98474-0210,,,,,2026-07-07 23:47:09.725+00,,2026-07-07 23:46:45.408+00,2026-07-07 23:47:09.976+00
15d2a1c7-3253-45f9-96af-6d92a8f505fd,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,rosangela,Rosângela,5511984740210,(11) 98474-0210,,,,,2026-07-07 23:58:24.283+00,,2026-07-07 23:30:22.846+00,2026-07-07 23:58:24.398+00
1670ccd0-69ea-4e53-8851-85d53fbc4ea1,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,studio giovanna lores,Studio Giovanna Lores,5511959752115,(11) 95975-2115,,,,,2026-07-10 15:56:31.995+00,,2026-07-08 13:11:43.246+00,2026-07-10 15:56:32.324+00
3d0af6b6-f337-4e61-8f05-ec6630fdbcda,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,michael 🤓🇧🇷,Michael 🤓🇧🇷,120363426683334261,120363426683334261,,,,,2026-07-09 01:48:08.539+00,,2026-07-08 12:23:06.614+00,2026-07-09 01:48:08.814+00
b1382d4e-f6df-4723-8069-765b4192e8e1,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,degani - seguros & consorcios,DEGANI -  Seguros & Consórcios,55119643405521612386114,5511964340552-1612386114,,,,,2026-07-12 19:18:03.214+00,,2026-07-12 19:18:03.551+00,2026-07-12 19:18:03.551+00
baba6b59-7369-44a9-83b9-b420934530c5,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,cecilia,Cecilia,120363152327785920,120363152327785920,,,,,2026-07-14 12:54:04.632+00,,2026-07-14 12:54:05.025+00,2026-07-14 12:54:05.025+00
3d5512a9-1905-4117-b619-6a647bd341c2,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,rosangela,Rosângela,5511959752115,(11) 95975-2115,,,,,2026-07-08 13:06:24.431+00,,2026-07-08 13:06:24.611+00,2026-07-08 13:06:24.611+00
087c3ab0-fd40-4de3-a625-07cda9100667,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,eugenia,Eugenia,55119760655991549759385,5511976065599-1549759385,,,,,2026-07-13 11:46:21.393+00,,2026-07-10 17:04:11.876+00,2026-07-13 11:46:21.598+00
f4506df7-24a2-44e5-9e5e-5bb8bd54e220,32ccdbe1-627f-4fe3-a506-056b997ed89b,renato lopes,Renato Lopes,55119868568161598052251,5511986856816-1598052251,,,,,2026-07-08 17:13:44.827+00,,2026-07-08 17:13:45.106+00,2026-07-08 17:13:45.106+00
aeb6a16e-611a-4482-aa3c-076b7ec0b244,32ccdbe1-627f-4fe3-a506-056b997ed89b,viviane,Viviane,120363424152600492,120363424152600492,,,,,2026-07-10 22:20:39.143+00,,2026-07-07 19:05:27.567+00,2026-07-10 22:20:39.366+00
bb0e0ed5-ae89-4247-b02e-eb35cc47237c,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,adriano navarro,Adriano Navarro,55119643405521612386114,5511964340552-1612386114,,,,,2026-07-13 14:51:53.731+00,,2026-07-13 14:51:53.948+00,2026-07-13 14:51:53.948+00
2b1b8875-0675-4d7f-993f-d4ec8828c633,32ccdbe1-627f-4fe3-a506-056b997ed89b,ingrid b✨,Ingrid B✨,55119868568161598052251,5511986856816-1598052251,,,,,2026-07-10 14:16:18.084+00,,2026-07-04 22:37:28.764+00,2026-07-10 14:16:18.347+00
82a4f1f1-ba95-4062-b4d0-071df6e8ce9d,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,sueli,Sueli,55119704159221599503496,5511970415922-1599503496,,,,,2026-07-14 13:53:31.384+00,,2026-07-08 11:17:10.125+00,2026-07-14 13:53:31.722+00
ba3ed954-9239-42d2-8cd1-0b880196e5a7,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,rosangela,Rosângela,5511953608668,(11) 95360-8668,,,,,2026-07-09 17:10:30.169+00,,2026-07-09 14:22:08.343+00,2026-07-09 17:10:30.367+00
939c5ca0-6f28-4fa3-9999-3e240a66ace6,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,maria socorro,Maria Socorro,5511947469793,(11) 94746-9793,,,,,2026-07-10 16:39:01.424+00,,2026-07-10 16:39:01.697+00,2026-07-10 16:39:01.697+00
75a24e34-0dea-4b72-ac79-bb87728ba9e7,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,rose,Rose,5511980630555,(11) 98063-0555,,,,,2026-07-11 21:17:22.529+00,,2026-07-08 00:00:10.075+00,2026-07-11 21:17:22.651+00
e152b864-4e2d-40bf-bca1-a8e15613a6c7,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,murilo romani fogaca,Murilo Romani Fogaça,554196693575,554196693575,,,,,2026-07-13 12:19:27.656+00,,2026-07-09 13:47:03.788+00,2026-07-13 12:19:27.874+00
4079997c-fcae-42d5-a758-b2294e816ae8,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,soraia souza,Soraiã Souza,55119704159221599503496,5511970415922-1599503496,,,,,2026-07-14 12:02:23.811+00,,2026-07-08 12:12:04.041+00,2026-07-14 12:02:24.186+00
42edcc59-2d51-4809-b2c0-94e8a5aed0f1,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,neia araujo,Neia Araujo,120363040844924122,120363040844924122,,,,,2026-07-08 11:20:55.895+00,,2026-07-08 10:48:54.124+00,2026-07-08 11:20:56.105+00
71e1a379-251e-4054-9049-2dbc5edc267c,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,cintia costa,Cintia Costa,120363040844924122,120363040844924122,,,,,2026-07-09 18:29:34.874+00,,2026-07-09 18:29:35.166+00,2026-07-09 18:29:35.166+00
7a8eeecf-4789-4c5e-af0c-9199d2748d3e,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,lydia maria,Lydia Maria,5511999534248,(11) 99953-4248,,,,,2026-07-15 11:06:21.619+00,,2026-07-07 13:11:21.578+00,2026-07-15 11:06:21.826+00
ca5f6154-63cd-4a78-b612-8864333dc1a6,32ccdbe1-627f-4fe3-a506-056b997ed89b,nathiele willock,Nathiele Willock,5514997337305,(14) 99733-7305,,,,,2026-07-08 13:50:03.566+00,,2026-07-07 12:37:40.179+00,2026-07-08 13:50:03.814+00
96f621d0-d71c-41da-8fe3-a1255db2aefa,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,lilian chaves - livise corretora,LILIAN CHAVES - LIVISE CORRETORA,120363040844924122,120363040844924122,,,,,2026-07-14 14:47:04.25+00,,2026-07-07 14:22:19.056+00,2026-07-14 14:47:04.432+00
53b2e2b2-af9d-4526-9e08-497dc054870d,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,marcus rodrigues,Marcus Rodrigues,55119643405521612386114,5511964340552-1612386114,,,,,2026-07-08 13:57:53.124+00,,2026-07-07 16:09:44.048+00,2026-07-08 13:57:53.3+00
71d8e084-be1b-484c-9208-3ce8b8a311df,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,rosangela,Rosângela,5511987146031,(11) 98714-6031,,,,,2026-07-15 11:08:24.608+00,,2026-07-08 15:46:08.744+00,2026-07-15 11:08:24.734+00
887b05ca-e199-48b7-9332-2bf1b9bd11e0,32ccdbe1-627f-4fe3-a506-056b997ed89b,mimi morangos,Mimi Morangos,55119868568161598052251,5511986856816-1598052251,,,,,2026-07-09 13:28:15.184+00,,2026-07-05 14:34:49.303+00,2026-07-09 13:28:15.316+00
f6e93d16-4f7a-4996-8f86-b527266c41e6,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,cqcs 9,Cqcs 9,5571823427711434975200,557182342771-1434975200,,,,,2026-07-14 15:08:53.901+00,,2026-07-08 13:12:00.102+00,2026-07-14 15:08:54.177+00
1a6d4c95-fd27-47f9-b989-b3f75f47302b,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,rosangela,Rosângela,5511996999979,(11) 99699-9979,,,,,2026-07-08 12:17:29.614+00,,2026-07-08 12:17:29.84+00,2026-07-08 12:17:29.84+00
326c3d9b-4cbe-4c25-b2f8-3853406336ea,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,rosangela,Rosângela,5511947375165,(11) 94737-5165,,,,,2026-07-13 19:22:30.452+00,,2026-07-07 14:50:19.533+00,2026-07-13 19:22:30.67+00
4c9ab153-2c2e-4563-ba8f-7621923dcddd,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,elisete novaes,Elisete Novaes,5511996999979,(11) 99699-9979,,,,,2026-07-08 12:18:04.854+00,,2026-07-08 02:34:35.859+00,2026-07-08 12:18:05.07+00
25fa3ffb-dc13-4f2a-a1b5-a3983e5647bf,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,vanessa planos de saude,Vanessa Planos de Saúde,120363040844924122,120363040844924122,,,,,2026-07-08 14:01:03.477+00,,2026-07-08 13:55:15.956+00,2026-07-08 14:01:03.632+00
a4f34227-7e3a-4d0b-8c0b-dc260021e225,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,rosangela,Rosângela,5515997332777,(15) 99733-2777,,,,,2026-07-14 15:35:48.206+00,,2026-07-11 08:47:23.026+00,2026-07-14 15:35:48.339+00
f89bdd13-aa73-438c-bb34-ec83d2345c93,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,gi sousa,Gi Sousa,120363272889041040,120363272889041040,,,,,2026-07-15 00:43:31.428+00,,2026-07-07 23:01:16.38+00,2026-07-15 00:43:31.729+00
80ec72cd-18f5-4cce-9e9a-dd95b96e41fa,7b577c22-5513-42cc-ab19-2bf867e14ebc,roberta frensel,Roberta Frensel,5521999229417,(21) 99922-9417,,,,,2026-07-08 12:32:37.928+00,,2026-07-08 12:26:22.542+00,2026-07-08 12:32:38.18+00
89dab789-359b-403f-b600-9a1fa42d814d,32ccdbe1-627f-4fe3-a506-056b997ed89b,nathiele willock,Nathiele Willock,5511950554880,(11) 95055-4880,,,,,2026-07-10 14:53:17.989+00,,2026-07-09 16:43:40.692+00,2026-07-10 14:53:18.12+00
4c38525c-d18a-45e5-842d-cfde53dfb7c6,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,lara almeida ❤‍🔥,Lara Almeida ❤️‍🔥,120363426683334261,120363426683334261,,,,,2026-07-08 21:45:59.665+00,,2026-07-08 21:35:02.67+00,2026-07-08 21:45:59.89+00
12ae3ad4-7c34-4038-886b-2d889835e644,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,tatiane santos,Tatiane Santos,5511961716726,(11) 96171-6726,,,,,2026-07-08 17:32:43.374+00,,2026-07-08 17:16:31.34+00,2026-07-08 17:32:43.565+00
986a4d4e-f1c1-4dd1-925f-688df1839d99,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,rosangela,Rosângela,5511996638110,(11) 99663-8110,,,,,2026-07-10 13:52:55.665+00,,2026-07-08 14:05:48.666+00,2026-07-10 13:52:55.863+00
83b3ae4c-98e5-4152-892c-8e68b3b1aa82,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,william castro,William Castro,120363040844924122,120363040844924122,,,,,2026-07-08 14:33:17.231+00,,2026-07-08 14:16:18.447+00,2026-07-08 14:33:17.428+00
baa0e24f-be1d-455d-b6c9-889263b439d7,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,elaine,Elaine,120363405458948123,120363405458948123,,,,,2026-07-08 16:31:07.413+00,,2026-07-08 12:13:59.454+00,2026-07-08 16:31:07.602+00
a1940c70-a7c6-4437-8a7e-f0af0b73ee3b,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,rafael brandao de oliveira,Rafael Brandão De Oliveira,5511995057509,(11) 99505-7509,,,,,2026-07-08 16:43:58.244+00,,2026-07-08 14:01:03.165+00,2026-07-08 16:43:58.554+00
9a52dc9a-a26e-4381-92a0-6c370f522687,32ccdbe1-627f-4fe3-a506-056b997ed89b,sonia regina 💖,Sônia Regina 💖,120363424152600492,120363424152600492,,,,,2026-07-08 14:15:41.374+00,,2026-07-08 13:03:28.622+00,2026-07-08 14:15:41.543+00
d5e62a4b-7cf2-4098-8025-6bb95f3cd358,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,studio elah,Studio Elah,5511939016270,(11) 93901-6270,,,,,2026-07-08 16:43:59.812+00,,2026-07-08 16:44:00.089+00,2026-07-08 16:44:00.089+00
05d07b9a-15eb-4217-84fe-06447a6a2049,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,abranto planos de saude,Abranto Planos de Saúde,120363040844924122,120363040844924122,,,,,2026-07-08 14:16:18.791+00,,2026-07-08 14:16:18.91+00,2026-07-08 14:16:18.91+00
057d153a-75bf-4cdf-bd6d-b23bfa47e481,32ccdbe1-627f-4fe3-a506-056b997ed89b,.,.,120363424152600492,120363424152600492,,,,,2026-07-08 16:53:10.214+00,,2026-07-08 14:17:14.438+00,2026-07-08 16:53:10.397+00
fe8e4cf8-ff42-450c-b890-1cf5a66fe155,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,rosangela,Rosângela,5511961716726,(11) 96171-6726,,,,,2026-07-08 18:00:29.441+00,,2026-07-08 17:23:09.318+00,2026-07-08 18:00:29.568+00
fd9959ac-a33e-4d99-b598-de035d59b658,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,flavia lelis,Flavia Lelis,5511998921410,(11) 99892-1410,,,,,2026-07-08 14:47:49.16+00,,2026-07-07 20:09:33.862+00,2026-07-08 14:47:49.39+00
90043007-7bc4-4d19-a1b1-23c6fafe13fb,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,nildo bola,Nildo Bola,120363408842599148,120363408842599148,,,,,2026-07-11 23:59:46.819+00,,2026-07-11 23:59:46.334+00,2026-07-11 23:59:47.069+00
dd7efaaa-1394-4b0d-987b-f539efbd6095,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,leonardo siqueira,Leonardo Siqueira,5511986076247,(11) 98607-6247,,,,,2026-07-12 18:05:29.158+00,,2026-07-10 13:24:11.934+00,2026-07-12 18:05:29.361+00
95dad17f-4219-44db-9d90-130e30b2015a,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,fabiana rezende,Fabiana Rezende,5511985533466,(11) 98553-3466,,,,,2026-07-12 20:38:32.341+00,,2026-07-08 23:45:02.453+00,2026-07-12 20:38:32.633+00
153cb356-3625-4eaf-935a-c709feffbcb5,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,rosangela,Rosângela,5511996651705,(11) 99665-1705,,,,,2026-07-13 15:06:36.829+00,,2026-07-13 14:56:54.258+00,2026-07-13 15:06:37.14+00
f101efe6-6ae2-4a9a-97ac-7d51336e3a03,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,rosangela,Rosângela,5511985533466,(11) 98553-3466,,,,,2026-07-13 00:43:10.564+00,,2026-07-08 23:43:50.631+00,2026-07-13 00:43:10.729+00
046c3ec2-968c-462c-b6d1-e840fca4c826,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,rosangela,Rosângela,5511986076247,(11) 98607-6247,,,,,2026-07-13 01:36:59.08+00,,2026-07-10 13:21:35.08+00,2026-07-13 01:36:59.417+00
8042f187-229b-4670-9852-d65f030ccef7,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,rosana,Rosana,55119643405521612386114,5511964340552-1612386114,,,,,2026-07-14 13:30:02.27+00,,2026-07-10 14:22:02.01+00,2026-07-14 13:30:02.459+00
4997c726-b758-428e-afa2-dcd45844b3d3,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,thais,thais,120363152327785920,120363152327785920,,,,,2026-07-14 17:10:46.064+00,,2026-07-14 17:10:46.218+00,2026-07-14 17:10:46.218+00
e2548ad7-3479-46fa-b115-9a6c78121c82,32ccdbe1-627f-4fe3-a506-056b997ed89b,nathiele willock,Nathiele Willock,5511932227095,(11) 93222-7095,,,,,2026-07-09 19:51:24.356+00,,2026-07-09 16:20:44.295+00,2026-07-09 19:51:24.526+00
50914ba7-0a39-4c75-88cc-b055c73aac47,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,tia lanny,Tia Lanny,120363408585774256,120363408585774256,,,,,2026-07-11 02:36:32.64+00,,2026-07-09 05:45:16.609+00,2026-07-11 02:36:32.935+00
ff6254da-71ce-48bf-a20e-e2f808e034c5,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,elza,Elza,5511999096473,(11) 99909-6473,,,,,2026-07-10 20:18:44.919+00,,2026-07-10 20:11:04.543+00,2026-07-10 20:18:45.085+00
30bd6dbd-3e61-4b9f-82b3-7930619a92ef,1c2d5668-5cd9-49a7-a138-3ccd2bea5cbb,expedito,EXPEDITO,5531995263818,(31) 99526-3818,thiagosaderm@hotmail.com,thiagosaderm@hotmail.com,,,2026-07-23 19:43:24.063+00,,2026-07-23 19:43:24.277+00,2026-07-23 19:43:24.277+00
ecc6f152-89fa-476b-855d-3c3f807f0f3e,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,marcos santana,Marcos Santana,55119980314441469394172,5511998031444-1469394172,,,,,2026-07-14 19:11:35.001+00,,2026-07-09 00:04:25.642+00,2026-07-14 19:11:35.391+00
d56dd700-56b8-4cde-b95e-09526e22368b,32ccdbe1-627f-4fe3-a506-056b997ed89b,geny goncalves,Geny Gonçalves,5511961901472,(11) 96190-1472,,,,,2026-07-10 13:11:15.781+00,,2026-07-10 13:07:35.833+00,2026-07-10 13:11:15.947+00
9aeb66bf-16b3-4c5b-a99d-1c5b56b8b027,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,simone negreiros,simone negreiros,55119704159221599503496,5511970415922-1599503496,,,,,2026-07-10 12:33:29.856+00,,2026-07-08 16:47:28.699+00,2026-07-10 12:33:30.071+00
52b5a119-e041-4b2d-b122-f7874e6f25b1,32ccdbe1-627f-4fe3-a506-056b997ed89b,wine willock,Wine Willock,5511932227095,(11) 93222-7095,,,,,2026-07-09 19:55:14.706+00,,2026-07-09 16:11:11.152+00,2026-07-09 19:55:14.949+00
dc394e64-ae91-4016-80a1-a3a324aa24b9,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,lina modas,lina modas,5511941125313,(11) 94112-5313,,,,,2026-07-13 09:56:29.691+00,,2026-07-13 09:56:30.021+00,2026-07-13 09:56:30.021+00
73c709db-7f5c-4ae8-9447-e1338c9f56d2,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,araujo,Araujo,55119980314441469394172,5511998031444-1469394172,,,,,2026-07-13 11:00:50.645+00,,2026-07-07 15:53:34.131+00,2026-07-13 11:00:50.813+00
9d4cb008-e5d2-4ebd-8595-1bda5c2b50be,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,fernando,FERNANDO,55119980314441469394172,5511998031444-1469394172,,,,,2026-07-13 11:18:17.474+00,,2026-07-09 14:42:19.021+00,2026-07-13 11:18:17.673+00
e3bf60bb-ed7e-4fc7-b40d-3a86bc0a1971,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,rosangela,Rosângela,551139071380,551139071380,,,,,2026-07-14 15:36:09.162+00,,2026-07-14 15:17:41.843+00,2026-07-14 15:36:09.289+00
0f25449a-f0bc-43cb-8c23-f452104313fb,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,hashtag treinamentos,Hashtag Treinamentos,120363426683334261,120363426683334261,,,,,2026-07-13 12:02:07.521+00,,2026-07-07 21:31:59.269+00,2026-07-13 12:02:07.765+00
fb5f0065-d360-46c7-a90b-73e14c0f214a,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,rosangela,Rosângela,5519997883563,(19) 99788-3563,,,,,2026-07-14 19:42:32.032+00,,2026-07-11 09:19:00.379+00,2026-07-14 19:42:32.278+00
67e5340f-f714-4c5c-9077-741277c5317d,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,adriano fonseca,Adriano Fonseca,55119980314441469394172,5511998031444-1469394172,,,,,2026-07-13 12:13:37.637+00,,2026-07-07 16:40:58.821+00,2026-07-13 12:13:37.954+00
