id,profileId,teamId,type,value,normalizedValue,source,isPrimary,createdAt,updatedAt
46e813b1-bfb9-4fb6-8121-dedaeed588ac,5376f90b-ea53-4769-9f01-5ae5f97b7923,862835fd-54ad-4ebd-986a-b5392f1bb227,phone,557199487540,557199487540,whatsapp,t,2026-07-19 14:12:12.553+00,2026-07-19 14:12:12.553+00
befb6443-e1b1-4d3d-8dda-0f7294d8cc24,d6dbd794-8ddb-43df-999f-78ea5261b589,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,whatsapp_contact_id,e705b87d-b5a1-47fd-bc58-eddf4c2fad67,e705b87d-b5a1-47fd-bc58-eddf4c2fad67,whatsapp,f,2026-07-11 09:19:00.472+00,2026-07-14 19:45:30.915+00
fe411841-0176-40d8-830a-8a955b1e67b3,5376f90b-ea53-4769-9f01-5ae5f97b7923,862835fd-54ad-4ebd-986a-b5392f1bb227,whatsapp_contact_id,4aa66054-7fba-44c4-b943-4fce4b7dfb7c,4aa66054-7fba-44c4-b943-4fce4b7dfb7c,whatsapp,f,2026-07-19 14:12:12.631+00,2026-07-24 00:56:25.541+00
dd8c1322-6e1d-4990-9269-db8f87e304d7,3a0b9ecb-8fe3-4ddb-bfa1-efdd334c2f4e,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,whatsapp_contact_id,a2867e80-d111-410d-97df-2d8b0eacb21a,a2867e80-d111-410d-97df-2d8b0eacb21a,whatsapp,f,2026-07-14 21:01:29.28+00,2026-07-14 21:02:03.556+00
5fd9d2d4-a966-460d-ac77-8c2e9fdc4ae4,f6f3dc48-5a43-4e3b-99d3-56a3e4f36bcb,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,whatsapp_contact_id,84c409d8-4cbe-4db7-8ffb-6fb396162e89,84c409d8-4cbe-4db7-8ffb-6fb396162e89,whatsapp,f,2026-07-07 17:22:13.629+00,2026-07-14 14:20:47.698+00
9a593116-f90f-4f44-91e2-7c2fb792f305,396a7fb5-32be-4500-9640-d7302f2ab4e8,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,whatsapp_contact_id,47cf82cd-0388-4d0e-9a92-caec4254af5a,47cf82cd-0388-4d0e-9a92-caec4254af5a,whatsapp,f,2026-07-08 14:01:03.203+00,2026-07-14 21:07:21.668+00
91dfeae3-aa36-4552-9837-c6ca237edc68,00f67fee-ec13-441e-b047-f17551371d37,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,whatsapp_contact_id,b1e21b81-339a-42f9-a31e-6c6b90ced4cb,b1e21b81-339a-42f9-a31e-6c6b90ced4cb,whatsapp,f,2026-07-14 21:08:43.991+00,2026-07-14 21:13:18.207+00
48cd6831-eee4-42f0-b4f2-80724d3e149f,00f67fee-ec13-441e-b047-f17551371d37,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,phone,5511958336705,5511958336705,whatsapp,t,2026-07-14 21:08:43.962+00,2026-07-14 21:13:18.189+00
e2f80ed6-d51a-467a-9af4-d41fe4e72c52,95f4eb75-5d5c-4ef1-b659-6748f1564367,862835fd-54ad-4ebd-986a-b5392f1bb227,phone,551151951303,551151951303,whatsapp,t,2026-07-19 14:12:24.73+00,2026-07-19 14:14:59.421+00
14446e31-e087-4867-9d3a-ddf10c4307b0,98c45f86-5def-491f-a59b-f5d0978cd1d1,a9c81e05-8b1a-47ad-a80d-dbc45603f068,phone,21984918400,5521984918400,crm,t,2026-07-22 17:32:48+00,2026-07-22 17:32:48+00
f0181dba-3f50-4c4e-b388-ced29044a5d9,98c45f86-5def-491f-a59b-f5d0978cd1d1,a9c81e05-8b1a-47ad-a80d-dbc45603f068,email,info@tavaresoffice.com.br,info@tavaresoffice.com.br,crm,f,2026-07-22 17:32:48.035+00,2026-07-22 17:32:48.035+00
65a8a424-7920-47af-b8a4-a8f255facb1a,98c45f86-5def-491f-a59b-f5d0978cd1d1,a9c81e05-8b1a-47ad-a80d-dbc45603f068,document,42416453000143,42416453000143,crm,f,2026-07-22 17:32:48.068+00,2026-07-22 17:32:48.068+00
aea9027b-db2d-407b-b391-06d25f218b96,98c45f86-5def-491f-a59b-f5d0978cd1d1,a9c81e05-8b1a-47ad-a80d-dbc45603f068,lead_id,821e5a2c-b621-4558-8c90-b34d2ca2838a,821e5a2c-b621-4558-8c90-b34d2ca2838a,crm,f,2026-07-22 17:32:48.1+00,2026-07-22 17:32:48.1+00
feba7470-6ff3-426a-837d-0a24de6b75a0,b1e19f08-c97f-4bf5-808f-ab739d9b6910,b874694b-f463-4dbd-bb6f-b04f121a8802,phone,11940130432,5511940130432,crm,t,2026-07-22 19:11:55.84+00,2026-07-22 19:11:55.84+00
cbdf7202-b486-4eba-b10c-41133883944e,b1e19f08-c97f-4bf5-808f-ab739d9b6910,b874694b-f463-4dbd-bb6f-b04f121a8802,email,martinrr0711@gmail.com,martinrr0711@gmail.com,crm,f,2026-07-22 19:11:55.875+00,2026-07-22 19:11:55.875+00
1952c410-3ec3-4f78-ac84-b9943ca0525c,b1e19f08-c97f-4bf5-808f-ab739d9b6910,b874694b-f463-4dbd-bb6f-b04f121a8802,document,45092647000129,45092647000129,crm,f,2026-07-22 19:11:55.91+00,2026-07-22 19:11:55.91+00
b429b8a9-4a7a-4fe4-b580-e07cc919d628,b1e19f08-c97f-4bf5-808f-ab739d9b6910,b874694b-f463-4dbd-bb6f-b04f121a8802,lead_id,d7fa3b28-51a8-438e-b4c2-d7a8aad5a5f1,d7fa3b28-51a8-438e-b4c2-d7a8aad5a5f1,crm,f,2026-07-22 19:11:55.943+00,2026-07-22 19:11:55.943+00
d71e997f-2e83-42d3-bba7-4de54add4cf4,35cbeedf-0e30-406b-9822-f0fd0b375e0c,b874694b-f463-4dbd-bb6f-b04f121a8802,phone,12981553035,5512981553035,crm,t,2026-07-22 20:36:07.641+00,2026-07-22 20:36:07.641+00
5ccfccbc-2395-43d0-9874-a776b2653d63,35cbeedf-0e30-406b-9822-f0fd0b375e0c,b874694b-f463-4dbd-bb6f-b04f121a8802,email,af10473@gmail.com,af10473@gmail.com,crm,f,2026-07-22 20:36:07.673+00,2026-07-22 20:36:07.673+00
2cf0b521-f516-4f4f-96f2-56acf28ad6db,35cbeedf-0e30-406b-9822-f0fd0b375e0c,b874694b-f463-4dbd-bb6f-b04f121a8802,lead_id,7afcabd9-9809-4c3b-99eb-0c25513c31ec,7afcabd9-9809-4c3b-99eb-0c25513c31ec,crm,f,2026-07-22 20:36:07.696+00,2026-07-22 20:36:07.696+00
ffb47d33-9db7-468b-82a9-5a93d084d216,a23900c4-f669-4fc0-bafe-0352c90e36ce,a94fc469-4603-487f-ab7f-e2712197d510,phone,21968989808,5521968989808,crm,t,2026-07-22 22:09:31.181+00,2026-07-22 22:09:31.181+00
e0eb2dc6-17d3-4c1e-b0db-0fa6dad7fb4f,a23900c4-f669-4fc0-bafe-0352c90e36ce,a94fc469-4603-487f-ab7f-e2712197d510,email,ffranca.advogados@gmail.com,ffranca.advogados@gmail.com,crm,f,2026-07-22 22:09:31.215+00,2026-07-22 22:09:31.215+00
84b67808-efec-4814-b6a9-2f41450a5539,a23900c4-f669-4fc0-bafe-0352c90e36ce,a94fc469-4603-487f-ab7f-e2712197d510,document,41105424000106,41105424000106,crm,f,2026-07-22 22:09:31.243+00,2026-07-22 22:09:31.243+00
af179751-d9a2-44dd-bdb1-5d134422d086,a23900c4-f669-4fc0-bafe-0352c90e36ce,a94fc469-4603-487f-ab7f-e2712197d510,lead_id,00527cf9-1fa2-4fe7-b075-09a5f97ae83e,00527cf9-1fa2-4fe7-b075-09a5f97ae83e,crm,f,2026-07-22 22:09:31.271+00,2026-07-22 22:09:31.271+00
f39e8dfc-8971-456d-afa9-039e818d8235,52a49212-177a-4215-bbe0-e14395067841,e51c5c55-1e13-45da-8a37-ed0f36f3d16c,phone,11962817435,5511962817435,crm,t,2026-07-22 23:22:30.487+00,2026-07-22 23:22:30.487+00
db223b60-6870-4082-a7d3-d0725718ac9b,52a49212-177a-4215-bbe0-e14395067841,e51c5c55-1e13-45da-8a37-ed0f36f3d16c,email,gestao@mmvassessoria.com.br,gestao@mmvassessoria.com.br,crm,f,2026-07-22 23:22:30.521+00,2026-07-22 23:22:30.521+00
305818d6-2c27-43da-8f90-cbc4f3fa943b,52a49212-177a-4215-bbe0-e14395067841,e51c5c55-1e13-45da-8a37-ed0f36f3d16c,document,39585839000174,39585839000174,crm,f,2026-07-22 23:22:30.55+00,2026-07-22 23:22:30.55+00
cb429474-04cf-46d5-97aa-ec52db2d5172,52a49212-177a-4215-bbe0-e14395067841,e51c5c55-1e13-45da-8a37-ed0f36f3d16c,lead_id,5b214ba0-df0b-448a-a23b-6225aacfcb58,5b214ba0-df0b-448a-a23b-6225aacfcb58,crm,f,2026-07-22 23:22:30.577+00,2026-07-22 23:22:30.577+00
c29a8dd4-1d7c-40ed-99e5-b81df3e2cf40,0937337a-dfaf-4f1b-b597-ee51c95a72ab,e51c5c55-1e13-45da-8a37-ed0f36f3d16c,phone,11991876952,5511991876952,crm,t,2026-07-23 12:34:01.672+00,2026-07-23 12:34:01.672+00
a0c828e9-566d-43f1-a207-e64d1b5c76ef,cf8b6f0b-7ce9-4bd8-a2e4-ea4de706fee6,b874694b-f463-4dbd-bb6f-b04f121a8802,phone,19983173009,5519983173009,crm,t,2026-07-23 13:01:10.251+00,2026-07-23 13:01:10.251+00
cac960e4-ee6d-45c0-96d4-474b4ebb37db,cf8b6f0b-7ce9-4bd8-a2e4-ea4de706fee6,b874694b-f463-4dbd-bb6f-b04f121a8802,email,Camilarh@kwangjin-kr.com,camilarh@kwangjin-kr.com,crm,f,2026-07-23 13:01:10.283+00,2026-07-23 13:01:35.887+00
d6137b26-72e9-4d63-807b-0a6ce29ce5e2,cf8b6f0b-7ce9-4bd8-a2e4-ea4de706fee6,b874694b-f463-4dbd-bb6f-b04f121a8802,lead_id,db48b198-cd7f-4521-9f8b-74fd47fbeecb,db48b198-cd7f-4521-9f8b-74fd47fbeecb,crm,f,2026-07-23 13:01:10.307+00,2026-07-23 13:01:35.908+00
91db4c09-22db-4295-b9b1-f0d4c1950f64,d065bba8-2826-4ee2-b259-85913b2caa60,e51c5c55-1e13-45da-8a37-ed0f36f3d16c,phone,11985627295,5511985627295,crm,t,2026-07-23 13:09:09.19+00,2026-07-23 13:09:09.19+00
a4b3e275-8de2-4eba-b6da-e8fdcc5ffd02,d065bba8-2826-4ee2-b259-85913b2caa60,e51c5c55-1e13-45da-8a37-ed0f36f3d16c,email,antoniowilsonpiaui@hotmail.com,antoniowilsonpiaui@hotmail.com,crm,f,2026-07-23 13:09:09.22+00,2026-07-23 13:09:17.282+00
1f643b17-ae89-4d8b-b48c-7ec037103a0e,d065bba8-2826-4ee2-b259-85913b2caa60,e51c5c55-1e13-45da-8a37-ed0f36f3d16c,lead_id,1eae265c-4e29-44ac-9e9c-226c507252a1,1eae265c-4e29-44ac-9e9c-226c507252a1,crm,f,2026-07-23 13:09:09.248+00,2026-07-23 13:09:17.31+00
fb2c26ec-f423-4100-a69a-d0949a821b22,9e13c34d-89e8-4958-9720-274d7dcac805,e51c5c55-1e13-45da-8a37-ed0f36f3d16c,phone,11966723938,5511966723938,crm,t,2026-07-23 13:09:42.717+00,2026-07-23 13:09:42.717+00
e9fe95f9-7b93-428c-8e56-74b4b90f5bc2,9e13c34d-89e8-4958-9720-274d7dcac805,e51c5c55-1e13-45da-8a37-ed0f36f3d16c,email,alexandre.lucio1620@gmail.com,alexandre.lucio1620@gmail.com,crm,f,2026-07-23 13:09:42.735+00,2026-07-23 13:09:42.735+00
41177863-0dc4-4807-bf34-8364852df102,9e13c34d-89e8-4958-9720-274d7dcac805,e51c5c55-1e13-45da-8a37-ed0f36f3d16c,document,52887695000179,52887695000179,crm,f,2026-07-23 13:09:42.758+00,2026-07-23 13:09:42.758+00
88c10926-8de8-45dd-bab5-0912e4c6117f,9e13c34d-89e8-4958-9720-274d7dcac805,e51c5c55-1e13-45da-8a37-ed0f36f3d16c,lead_id,89f8d9ea-75dc-4d88-b57a-345f9bd73a42,89f8d9ea-75dc-4d88-b57a-345f9bd73a42,crm,f,2026-07-23 13:09:42.782+00,2026-07-23 13:09:42.782+00
057f86f5-573a-4458-abf5-2a3aa7beafd7,475eabb3-863b-4100-a11b-17efceb8195d,9bd5cccc-e18f-432e-ae67-dc33103d5791,phone,1155274807,551155274807,crm,t,2026-07-23 13:29:43.021+00,2026-07-23 13:29:43.021+00
bfb970b3-7af3-4043-a60a-4d8db3ad8008,475eabb3-863b-4100-a11b-17efceb8195d,9bd5cccc-e18f-432e-ae67-dc33103d5791,email,mariaerodrigues@adv.oabsp.org.br,mariaerodrigues@adv.oabsp.org.br,crm,f,2026-07-23 13:29:43.05+00,2026-07-23 13:29:43.05+00
118f53ff-6223-4dff-b721-2224ab756e1d,475eabb3-863b-4100-a11b-17efceb8195d,9bd5cccc-e18f-432e-ae67-dc33103d5791,document,40644690000136,40644690000136,crm,f,2026-07-23 13:29:43.071+00,2026-07-23 13:29:43.071+00
f00f10b8-b41e-43a2-946b-2c8db4081087,475eabb3-863b-4100-a11b-17efceb8195d,9bd5cccc-e18f-432e-ae67-dc33103d5791,lead_id,227eb721-c193-42f5-b389-df9a2a46d25a,227eb721-c193-42f5-b389-df9a2a46d25a,crm,f,2026-07-23 13:29:43.098+00,2026-07-23 13:29:43.098+00
ca1e916d-fe4b-4f62-a9d6-bdfaa15c5eaf,c4d5fc6f-6e70-495c-90f5-ea36d0c810ab,9e39aa76-bf9c-4630-afb4-5ea10a9cb738,phone,11978661951,5511978661951,crm,t,2026-07-23 14:24:22.237+00,2026-07-23 14:24:22.237+00
b3d12135-6028-4884-8020-59d133dad47c,0937337a-dfaf-4f1b-b597-ee51c95a72ab,e51c5c55-1e13-45da-8a37-ed0f36f3d16c,email,jfdias2000@hotmail.com,jfdias2000@hotmail.com,crm,f,2026-07-23 12:34:01.701+00,2026-07-23 18:23:30.835+00
1224828d-191d-4f32-b4ff-88d92bf01c27,0937337a-dfaf-4f1b-b597-ee51c95a72ab,e51c5c55-1e13-45da-8a37-ed0f36f3d16c,document,51071170000106,51071170000106,crm,f,2026-07-23 12:34:01.763+00,2026-07-23 18:23:30.856+00
c441d641-ce9d-42e2-a5ad-6816b7f78221,0937337a-dfaf-4f1b-b597-ee51c95a72ab,e51c5c55-1e13-45da-8a37-ed0f36f3d16c,lead_id,37fc83a3-04d2-453d-b310-30452c4feb6c,37fc83a3-04d2-453d-b310-30452c4feb6c,crm,f,2026-07-23 12:34:01.931+00,2026-07-23 18:23:30.876+00
575de9f3-7906-42c4-ac8e-b8780f3ee34a,95f4eb75-5d5c-4ef1-b659-6748f1564367,862835fd-54ad-4ebd-986a-b5392f1bb227,whatsapp_contact_id,004959fd-cc55-489d-9534-bfd126c7da4e,004959fd-cc55-489d-9534-bfd126c7da4e,whatsapp,f,2026-07-19 14:12:24.766+00,2026-07-24 00:56:26.057+00
2847d880-a4cd-4614-afa8-005a10bba5df,c4d5fc6f-6e70-495c-90f5-ea36d0c810ab,9e39aa76-bf9c-4630-afb4-5ea10a9cb738,email,akaperon10@hotmail.com,akaperon10@hotmail.com,crm,f,2026-07-23 14:24:22.272+00,2026-07-23 14:32:31.872+00
c815c9ba-bdff-4dec-9a04-14342398a007,c4d5fc6f-6e70-495c-90f5-ea36d0c810ab,9e39aa76-bf9c-4630-afb4-5ea10a9cb738,lead_id,c84c0b84-43ce-45e5-8db6-d048a22213a8,c84c0b84-43ce-45e5-8db6-d048a22213a8,crm,f,2026-07-23 14:24:22.305+00,2026-07-23 14:32:31.901+00
3d8882df-c85e-4e70-b65c-7f4c2465c941,b4ce37b7-d657-413a-8bb8-9cc3e460fe2d,968fc8e6-f918-4579-b0d1-26570ce5e94b,phone,11980645260,5511980645260,crm,t,2026-07-23 15:04:55.024+00,2026-07-23 15:04:55.024+00
6242cad5-6012-4f93-a2ea-23020145287c,b4ce37b7-d657-413a-8bb8-9cc3e460fe2d,968fc8e6-f918-4579-b0d1-26570ce5e94b,email,jr_evangelista@hotmail.com,jr_evangelista@hotmail.com,crm,f,2026-07-23 15:04:55.054+00,2026-07-23 15:04:55.054+00
9b70d17f-a0b1-4ac1-96ef-a311d24202ec,b4ce37b7-d657-413a-8bb8-9cc3e460fe2d,968fc8e6-f918-4579-b0d1-26570ce5e94b,document,49977134000156,49977134000156,crm,f,2026-07-23 15:04:55.069+00,2026-07-23 15:04:55.069+00
107751ea-8753-4d57-a4e2-ee120e269591,b4ce37b7-d657-413a-8bb8-9cc3e460fe2d,968fc8e6-f918-4579-b0d1-26570ce5e94b,lead_id,624840ec-66e6-401a-811b-b6f2f3cd3f29,624840ec-66e6-401a-811b-b6f2f3cd3f29,crm,f,2026-07-23 15:04:55.086+00,2026-07-23 15:04:55.086+00
0b65b3a5-e528-4cce-84be-06f22581ff7a,150a07e7-4b0e-419a-9839-15cff71dfade,e51c5c55-1e13-45da-8a37-ed0f36f3d16c,phone,1125778142,551125778142,crm,t,2026-07-23 15:58:02.961+00,2026-07-23 15:58:02.961+00
fd2e6981-69e5-414d-b936-9d4f6bf69764,150a07e7-4b0e-419a-9839-15cff71dfade,e51c5c55-1e13-45da-8a37-ed0f36f3d16c,email,marciliamm@hotmail.com,marciliamm@hotmail.com,crm,f,2026-07-23 15:58:02.99+00,2026-07-23 15:58:02.99+00
fa98f729-2407-4c21-b7c2-a2c420d6668c,150a07e7-4b0e-419a-9839-15cff71dfade,e51c5c55-1e13-45da-8a37-ed0f36f3d16c,lead_id,7b1e6be7-b65f-4bfd-999a-1451257e2a38,7b1e6be7-b65f-4bfd-999a-1451257e2a38,crm,f,2026-07-23 15:58:03.074+00,2026-07-23 15:58:03.074+00
dd0de63a-ed46-4a0e-91d5-9dec243b92a7,7538d945-ad2a-48dc-afc4-70d6fca9b0db,b874694b-f463-4dbd-bb6f-b04f121a8802,phone,19981287103,5519981287103,crm,t,2026-07-23 16:54:35.95+00,2026-07-23 16:54:35.95+00
2d3141a6-396d-4c7d-9252-7292283f7ace,7538d945-ad2a-48dc-afc4-70d6fca9b0db,b874694b-f463-4dbd-bb6f-b04f121a8802,email,Soniamantonani63@hotmail.com,soniamantonani63@hotmail.com,crm,f,2026-07-23 16:54:35.985+00,2026-07-23 16:55:07.603+00
ebffcbbb-b7bc-499c-9f2f-f495fe4fe015,7538d945-ad2a-48dc-afc4-70d6fca9b0db,b874694b-f463-4dbd-bb6f-b04f121a8802,lead_id,66ce5bcd-b978-43a0-912e-a10780561523,66ce5bcd-b978-43a0-912e-a10780561523,crm,f,2026-07-23 16:54:36.015+00,2026-07-23 16:55:07.634+00
3fb8b7ac-776e-4cc6-a6c1-2b8b6eb2dc8c,007d5dcf-805d-44e5-af0f-eeeed2aa8b6e,9703eb88-bcb7-4c08-952e-158f9c404728,phone,120363410122529093,120363410122529093,whatsapp,t,2026-07-23 16:57:15.85+00,2026-07-23 16:57:15.85+00
6d32b321-bf4e-4b31-88e8-b221cd652163,d5e69f7e-0d40-4339-b3e0-cb2bd3c06b79,9703eb88-bcb7-4c08-952e-158f9c404728,phone,120363066383562297,120363066383562297,whatsapp,t,2026-07-23 16:57:44.847+00,2026-07-23 16:57:44.847+00
105a303d-070e-4f29-8503-60a90cfe8b9f,6517118f-5598-4b95-aead-86bc1c78821c,9703eb88-bcb7-4c08-952e-158f9c404728,phone,120363424211792632,120363424211792632,whatsapp,t,2026-07-23 16:57:49.378+00,2026-07-23 16:57:49.378+00
5624c0f8-706b-4af7-8a79-8788d2b2ccbd,8c39d77c-2832-43cb-bd85-6b9bb2a9b346,9703eb88-bcb7-4c08-952e-158f9c404728,whatsapp_contact_id,b7cddaa8-6ecd-4469-8d24-f9230af42c31,b7cddaa8-6ecd-4469-8d24-f9230af42c31,whatsapp,f,2026-07-23 17:08:28.623+00,2026-07-23 18:04:09.349+00
e86cbf23-c6f9-4212-bf6b-220afec37380,50009a53-14fa-46e6-9ae9-523bbe20a7bb,9703eb88-bcb7-4c08-952e-158f9c404728,phone,120363407703479792,120363407703479792,whatsapp,t,2026-07-23 17:01:16.72+00,2026-07-23 17:01:16.72+00
ef4c4c10-6741-4ee3-ae92-77360c0731f1,8ca5df08-bd08-4056-8e6a-d9bb3b2f4da3,9703eb88-bcb7-4c08-952e-158f9c404728,phone,120363428158898233,120363428158898233,whatsapp,t,2026-07-23 17:01:48.105+00,2026-07-23 17:01:48.105+00
33ce92fe-f9b9-41fc-b74c-d20514815a34,6517118f-5598-4b95-aead-86bc1c78821c,9703eb88-bcb7-4c08-952e-158f9c404728,whatsapp_contact_id,78ef9212-4174-4d18-99d1-1d0c305c2d1a,78ef9212-4174-4d18-99d1-1d0c305c2d1a,whatsapp,f,2026-07-23 16:57:49.396+00,2026-07-23 18:00:54.637+00
13d27ec8-a910-435d-886a-511203d14c2d,cf794329-cb86-4070-81ab-d4a0039232b5,9703eb88-bcb7-4c08-952e-158f9c404728,phone,120363430451172472,120363430451172472,whatsapp,t,2026-07-23 17:32:22.555+00,2026-07-23 17:32:22.555+00
5a6df6b0-e73f-4ae4-b650-540e1b82d21e,cf794329-cb86-4070-81ab-d4a0039232b5,9703eb88-bcb7-4c08-952e-158f9c404728,whatsapp_contact_id,c7dc8318-eef1-40cb-b372-31e0ee0927a2,c7dc8318-eef1-40cb-b372-31e0ee0927a2,whatsapp,f,2026-07-23 17:32:22.586+00,2026-07-23 17:32:22.586+00
b0160550-934f-4cab-befd-a43af2cc5711,3ffa4b37-fecb-41c7-ae26-f82851df135a,9703eb88-bcb7-4c08-952e-158f9c404728,phone,120363405946450508,120363405946450508,whatsapp,t,2026-07-23 17:08:02.049+00,2026-07-23 17:08:02.049+00
50dca41e-25d1-4757-8837-f67004073175,bcca3b60-a0ac-4df6-8110-834e70c826a0,7b577c22-5513-42cc-ab19-2bf867e14ebc,phone,5521971592661,5521971592661,whatsapp,t,2026-07-23 17:08:09.707+00,2026-07-23 17:08:09.707+00
017d02bb-cec6-4c60-90a1-f7864042845b,bcca3b60-a0ac-4df6-8110-834e70c826a0,7b577c22-5513-42cc-ab19-2bf867e14ebc,whatsapp_contact_id,ca8e2875-a364-4fbf-9f9f-966872e967dd,ca8e2875-a364-4fbf-9f9f-966872e967dd,whatsapp,f,2026-07-23 17:08:09.724+00,2026-07-23 17:08:09.724+00
00525252-bbbf-4a5d-a412-5e5b5885e6d7,8c39d77c-2832-43cb-bd85-6b9bb2a9b346,9703eb88-bcb7-4c08-952e-158f9c404728,phone,120363322824281630,120363322824281630,whatsapp,t,2026-07-23 17:08:28.607+00,2026-07-23 17:08:28.607+00
00284c17-1b5b-4e25-90ce-830319df5183,599b6ce7-6f18-4707-86e7-0ed6f7c1a262,13bbd043-efcc-4c8a-9edd-f34941547546,phone,11988873224,5511988873224,crm,t,2026-07-23 17:32:48.014+00,2026-07-23 17:32:48.014+00
7cc5c1d5-ef4f-45e5-88de-e9de23d9929d,9ad0b4ff-5236-4d21-9c2e-d05b88e63927,7b577c22-5513-42cc-ab19-2bf867e14ebc,phone,5521975951142,5521975951142,whatsapp,t,2026-07-23 17:09:00.537+00,2026-07-23 17:09:00.537+00
16ccc7f4-3b55-471b-89b1-5db7bd407911,9ad0b4ff-5236-4d21-9c2e-d05b88e63927,7b577c22-5513-42cc-ab19-2bf867e14ebc,whatsapp_contact_id,aca8e723-65fb-4116-a2b3-7c345d5b04b3,aca8e723-65fb-4116-a2b3-7c345d5b04b3,whatsapp,f,2026-07-23 17:09:00.55+00,2026-07-23 17:09:07.643+00
dcfebc7b-be15-4918-b63e-3d159f599524,471624cf-8d96-4fed-8d16-e268b0b0609f,7b577c22-5513-42cc-ab19-2bf867e14ebc,phone,5511960892361,5511960892361,whatsapp,t,2026-07-23 17:12:03.591+00,2026-07-23 17:12:03.591+00
7f23e998-dd12-4815-a590-f10e2e9891f1,471624cf-8d96-4fed-8d16-e268b0b0609f,7b577c22-5513-42cc-ab19-2bf867e14ebc,whatsapp_contact_id,a26dfd35-3626-4dac-8983-8b570a4abecb,a26dfd35-3626-4dac-8983-8b570a4abecb,whatsapp,f,2026-07-23 17:12:03.617+00,2026-07-23 17:12:03.617+00
2534562f-0be5-46a6-99da-39a1912c6d2a,6c9053fa-86bb-420f-9371-f110e31b642c,9703eb88-bcb7-4c08-952e-158f9c404728,whatsapp_contact_id,c1d48156-9552-4133-adef-b61a119e1ebf,c1d48156-9552-4133-adef-b61a119e1ebf,whatsapp,f,2026-07-23 17:41:55.666+00,2026-07-23 17:50:49.653+00
db0f08e0-36b6-4300-bddc-41382cb0a22a,e115be39-92a1-4ba7-8bbb-cb55d32cb4a8,9703eb88-bcb7-4c08-952e-158f9c404728,phone,120363422310297126,120363422310297126,whatsapp,t,2026-07-23 17:21:32.759+00,2026-07-23 17:21:32.759+00
01fb50f6-b382-4390-980b-4b665358f932,1f1eaa96-ce79-43e4-8a1e-d69f526e41f3,9703eb88-bcb7-4c08-952e-158f9c404728,phone,120363404367671090,120363404367671090,whatsapp,t,2026-07-23 17:14:58.281+00,2026-07-23 17:14:58.281+00
12b3ff0c-a99a-4cdf-beb8-b5e6ff715049,608f43ea-ccec-43db-a29e-5db4f1b54f4d,9703eb88-bcb7-4c08-952e-158f9c404728,phone,120363045036296550,120363045036296550,whatsapp,t,2026-07-23 17:15:38.064+00,2026-07-23 17:15:38.064+00
2942513a-d28b-43e3-ba6e-e8d6a1085df5,608f43ea-ccec-43db-a29e-5db4f1b54f4d,9703eb88-bcb7-4c08-952e-158f9c404728,whatsapp_contact_id,87ebef40-6dba-4743-bf79-312527090f90,87ebef40-6dba-4743-bf79-312527090f90,whatsapp,f,2026-07-23 17:15:38.083+00,2026-07-23 17:15:38.083+00
4306315d-30a4-4c46-b8a1-24ca2e579ff3,d5e69f7e-0d40-4339-b3e0-cb2bd3c06b79,9703eb88-bcb7-4c08-952e-158f9c404728,whatsapp_contact_id,8a585c23-d9f4-40f5-a5bc-66a7445ae671,8a585c23-d9f4-40f5-a5bc-66a7445ae671,whatsapp,f,2026-07-23 16:57:44.866+00,2026-07-23 18:00:55.627+00
46903c6c-5f0e-441f-8d48-02a8ced5f2be,007d5dcf-805d-44e5-af0f-eeeed2aa8b6e,9703eb88-bcb7-4c08-952e-158f9c404728,whatsapp_contact_id,851ccb0d-8388-473f-9eea-8928a9f15507,851ccb0d-8388-473f-9eea-8928a9f15507,whatsapp,f,2026-07-23 16:57:15.88+00,2026-07-23 17:54:41.655+00
d356e035-f667-44e2-975a-2e8b9464fcff,54c375d5-d55a-4096-bf02-cd1e5ed5977d,9703eb88-bcb7-4c08-952e-158f9c404728,phone,120363407034925508,120363407034925508,whatsapp,t,2026-07-23 17:19:26.177+00,2026-07-23 17:19:26.177+00
ae32a327-5245-4202-ae28-550a5ad44b54,3ffa4b37-fecb-41c7-ae26-f82851df135a,9703eb88-bcb7-4c08-952e-158f9c404728,whatsapp_contact_id,0aa6efd5-7d4d-49f0-bdd2-ef1c3c162d07,0aa6efd5-7d4d-49f0-bdd2-ef1c3c162d07,whatsapp,f,2026-07-23 17:08:02.082+00,2026-07-23 18:07:02.388+00
04436c86-316f-49f3-9d60-a517b22862b5,6c9053fa-86bb-420f-9371-f110e31b642c,9703eb88-bcb7-4c08-952e-158f9c404728,phone,5511940014975-1602794423,55119400149751602794423,whatsapp,t,2026-07-23 17:41:55.644+00,2026-07-23 17:41:55.644+00
1693936a-2dbd-4ede-9c64-c18cfab13ab8,4103f472-727f-4d8b-9f14-166a843aadc5,9703eb88-bcb7-4c08-952e-158f9c404728,phone,120363423642097433,120363423642097433,whatsapp,t,2026-07-23 17:22:19.05+00,2026-07-23 17:22:19.05+00
